Timestamp,What is your age?,Which nation or region of the UK do you live in?,"The first part of your postcode only, for example SW1A (optional)","Are you currently involved with a youth council, youth group or youth organisation?",What are the top three things you want the government to bring back for young people?,Is there anything else you would bring back that is not on that list?,What is the biggest problem facing young people across the UK today?,"In your own words, why did you choose that for the UK?",What is the biggest problem facing young people across the Commonwealth today?,"In your own words, why did you choose that for the Commonwealth?","Thinking about young people you know, how well is each of these working for young people right now? [Mental health and wellbeing]","Thinking about young people you know, how well is each of these working for young people right now? [Youth services and safe places to go]","Thinking about young people you know, how well is each of these working for young people right now? [Education and curriculum for life]","Thinking about young people you know, how well is each of these working for young people right now? [Jobs, apprenticeships and work experience]","Thinking about young people you know, how well is each of these working for young people right now? [Cost of living and financial security]","Thinking about young people you know, how well is each of these working for young people right now? [Transport and getting around]","Thinking about young people you know, how well is each of these working for young people right now? [Housing and a place to live]","Thinking about young people you know, how well is each of these working for young people right now? [Crime, safety and policing]","Thinking about young people you know, how well is each of these working for young people right now? [Equality, discrimination and racism]","Thinking about young people you know, how well is each of these working for young people right now? [Climate and the environment]","Thinking about young people you know, how well is each of these working for young people right now? [Democracy and youth voice]","Thinking about young people you know, how well is each of these working for young people right now? [Digital life and online safety]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Mental health and wellbeing],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Youth services and safe places to go],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Education and curriculum for life],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Jobs, apprenticeships and work experience]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Cost of living and financial security],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Transport and getting around],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Housing and a place to live],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Crime, safety and policing]","How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Equality, discrimination and racism]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Climate and the environment],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Democracy and youth voice],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Digital life and online safety],How urgent is each of these for young people over the next twelve months? [Mental health and wellbeing],How urgent is each of these for young people over the next twelve months? [Youth services and safe places to go],How urgent is each of these for young people over the next twelve months? [Education and curriculum for life],"How urgent is each of these for young people over the next twelve months? [Jobs, apprenticeships and work experience]",How urgent is each of these for young people over the next twelve months? [Cost of living and financial security],How urgent is each of these for young people over the next twelve months? [Transport and getting around],How urgent is each of these for young people over the next twelve months? [Housing and a place to live],"How urgent is each of these for young people over the next twelve months? [Crime, safety and policing]","How urgent is each of these for young people over the next twelve months? [Equality, discrimination and racism]",How urgent is each of these for young people over the next twelve months? [Climate and the environment],How urgent is each of these for young people over the next twelve months? [Democracy and youth voice],How urgent is each of these for young people over the next twelve months? [Digital life and online safety],Which of these should the UK push hardest on across the Commonwealth?,"If you could say one thing directly to the Heads of Government, what would it be?",Which of these best describes your gender?,Which of these best describes your ethnic background?,Do you have a disability or a long-term health condition?,Which best describes what you are doing at the moment?,"Have you ever been in care, or are you care experienced?",I have read the privacy notice and I am happy for my answers to be used in this consultation
21/11/2026 17:02:07,13 to 15,London,EC1A,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, A school nurse and a trained counsellor in every school, Funded open-access youth clubs and youth workers in every area",Free swimming for under-18s.,"Jobs, apprenticeships and work experience",,"Crime, safety and policing",,2,2,7,4,2,6,5,3,5,8,5,8,10,7,9,5,7,3,8,5,5,8,2,9,10,8,9,7,8,8,10,5,4,8,3,4,"Jobs, apprenticeships and work experience",,Male,Asian or Asian British,Yes,In school or college,Prefer not to say,Yes
20/11/2026 20:16:23,22 to 25,Scotland,,No,"Funded open-access youth clubs and youth workers in every area, Guaranteed work experience placements for every pupil",,Youth services and safe places to go,,Democracy and youth voice,Young people are excluded from decisions in almost every member state.,2,2,7,8,6,2,0,5,5,1,3,4,7,8,8,6,10,9,7,9,6,9,9,6,10,9,3,5,9,5,10,5,4,7,8,9,"Climate and the environment, Jobs, apprenticeships and work experience",,Male,White,No,At university,No,Yes
20/11/2026 09:40:49,16 to 18,South East England,,Prefer not to say,"Free or capped bus travel for under-25s, Guaranteed work experience placements for every pupil, Free school meals for more pupils, and holiday food provision",,"Jobs, apprenticeships and work experience",Rent takes most of my wages and I still live with my parents.,"Equality, discrimination and racism",,7,,7,4,,,,,4,,1,4,,,8,,9,7,10,8,8,,7,5,,6,8,,10,6,8,,5,,9,,"Equality, discrimination and racism, Education and curriculum for life",,Male,White,No,Working,No,Yes
20/11/2026 19:41:04,Under 13,South West England,,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area, Free school meals for more pupils, and holiday food provision",,Housing and a place to live,,Education and curriculum for life,,5,3,3,3,5,3,4,5,4,4,5,6,8,8,7,8,6,3,8,10,10,9,8,8,8,5,8,10,7,7,8,7,7,4,8,8,"Equality, discrimination and racism, Digital life and online safety",Listen to young people from small island states before it is too late to listen to them at all.,Female,White,No,Prefer not to say,No,Yes
22/11/2026 15:49:20,16 to 18,South West England,,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s",,Education and curriculum for life,,"Jobs, apprenticeships and work experience","Young people in some member states cannot finish school because of cost, not ability.",2,2,6,5,3,3,4,4,2,6,5,6,10,7,10,10,10,7,10,9,10,7,6,7,10,5,8,4,10,5,10,5,4,3,5,6,"Mental health and wellbeing, Education and curriculum for life",Young carers and care-experienced young people are invisible in every policy document I have read.,Male,White,No,In school or college,No,Yes
21/11/2026 17:01:15,19 to 21,North East England,,No,"Free or capped bus travel for under-25s, Funded open-access youth clubs and youth workers in every area, Community sports facilities, playing fields and free swimming",,"Equality, discrimination and racism",Apprenticeships near me pay so little that you need parents who can support you.,Mental health and wellbeing,,3,1,6,3,0,2,4,1,6,5,2,1,8,6,10,10,7,10,9,8,8,7,8,5,9,6,5,7,6,7,9,9,9,5,5,4,"Equality, discrimination and racism, Climate and the environment",,Female,White,No,Working,Prefer not to say,Yes
22/11/2026 10:45:00,16 to 18,East of England,,No,"Free or capped bus travel for under-25s, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, A school nurse and a trained counsellor in every school",,Education and curriculum for life,,Cost of living and financial security,,4,2,5,2,3,2,3,9,1,4,2,5,10,9,8,9,7,8,10,10,8,10,5,6,8,7,7,6,10,8,5,10,5,6,6,4,"Crime, safety and policing, Jobs, apprenticeships and work experience",,Female,Mixed or multiple ethnic groups,No,Working,No,Yes
22/11/2026 10:50:48,19 to 21,Scotland,,Yes,"Free or capped bus travel for under-25s, Independent careers advice in every school (a Connexions style service), Community sports facilities, playing fields and free swimming",Free school transport past the age of 16.,Housing and a place to live,,"Crime, safety and policing",Corruption means money meant for young people does not reach us.,4,0,4,6,6,4,2,3,7,5,7,7,7,10,10,6,10,5,10,9,10,7,8,7,6,7,8,5,7,7,7,7,5,6,5,7,"Democracy and youth voice, Crime, safety and policing",,Female,White,Prefer not to say,Working,No,Yes
20/11/2026 11:33:01,13 to 15,London,TW1,Yes,"Free or capped bus travel for under-25s, Funded open-access youth clubs and youth workers in every area","Youth centres open at weekends, not just weekdays.",Youth services and safe places to go,,Education and curriculum for life,,5,5,6,4,1,8,4,6,4,6,3,6,7,5,6,10,9,10,9,6,7,9,8,6,7,7,7,7,10,4,10,8,3,6,6,6,Climate and the environment,,Male,"Black, Black British, Caribbean or African",No,At university,No,Yes
20/11/2026 09:43:21,22 to 25,London,,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, A school nurse and a trained counsellor in every school",,Cost of living and financial security,,"Jobs, apprenticeships and work experience",,5,1,5,0,4,4,4,4,3,3,6,5,10,8,10,10,5,2,8,9,10,3,6,10,4,7,5,9,9,8,9,6,9,9,3,4,"Cost of living and financial security, Education and curriculum for life","Education across the Commonwealth should prepare us for the jobs that will exist, not the ones that did.",Female,White,No,In school or college,No,Yes
22/11/2026 14:42:00,19 to 21,South West England,GL1,Yes,Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study,,Mental health and wellbeing,,Cost of living and financial security,,4,0,2,5,4,6,1,6,7,5,6,7,7,5,7,7,10,10,10,7,8,7,9,10,8,6,6,5,10,7,9,8,7,8,9,7,Climate and the environment,,Female,White,No,Working,No,Yes
22/11/2026 10:28:05,16 to 18,London,,Yes,"Independent careers advice in every school (a Connexions style service), Guaranteed work experience placements for every pupil, Restored further education and adult skills funding, and lower tuition fees",Proper funding for school counselling.,"Jobs, apprenticeships and work experience",,"Crime, safety and policing",,2,8,9,4,6,4,0,4,7,7,5,1,10,8,9,7,9,8,9,6,8,9,5,9,7,4,9,7,8,6,5,9,8,6,9,9,"Equality, discrimination and racism, Climate and the environment",,Male,White,Yes,In school or college,No,Yes
22/11/2026 20:15:22,19 to 21,East Midlands,LN1,Yes,"A school nurse and a trained counsellor in every school, Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,"Jobs, apprenticeships and work experience",,Mental health and wellbeing,,0,6,7,5,5,5,1,3,3,5,10,8,5,8,10,10,5,5,8,8,9,6,6,7,8,8,7,7,10,9,9,7,10,5,5,5,"Climate and the environment, Cost of living and financial security",,Female,Mixed or multiple ethnic groups,No,In school or college,No,Yes
20/11/2026 16:47:21,13 to 15,North West England,WA1,No,"Sure Start style family and early years centres, Free or capped bus travel for under-25s, A school nurse and a trained counsellor in every school",,Cost of living and financial security,,"Crime, safety and policing",,3,4,4,6,2,3,4,4,3,3,3,3,10,9,8,6,7,8,9,6,8,10,7,4,10,6,5,5,6,6,8,6,7,4,4,4,"Cost of living and financial security, Climate and the environment","Youth unemployment is not a young person problem, it is an economy problem. Stop framing it as our failure.",Non-binary,"Black, Black British, Caribbean or African",No,Apprenticeship or training,No,Yes
20/11/2026 11:06:15,16 to 18,Wales,,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Local libraries and community spaces with longer opening hours, A school nurse and a trained counsellor in every school",,Cost of living and financial security,My school had one careers adviser for eight hundred students.,"Equality, discrimination and racism",Corruption means money meant for young people does not reach us.,2,2,4,4,1,5,0,6,8,6,4,5,9,7,10,2,7,7,7,7,10,6,2,8,8,8,8,10,10,8,8,8,7,7,5,10,"Mental health and wellbeing, Education and curriculum for life",,Female,"Black, Black British, Caribbean or African",Yes,Apprenticeship or training,No,Yes
21/11/2026 15:24:36,16 to 18,West Midlands,WV1,Yes,"Community sports facilities, playing fields and free swimming, Guaranteed work experience placements for every pupil, Free school meals for more pupils, and holiday food provision",Free swimming for under-18s.,"Jobs, apprenticeships and work experience",,Mental health and wellbeing,"Young people in some member states cannot finish school because of cost, not ability.",2,3,6,4,5,3,6,0,8,2,5,7,10,10,10,10,9,5,10,9,8,6,8,2,3,5,7,8,7,8,7,7,8,6,7,5,"Jobs, apprenticeships and work experience, Equality, discrimination and racism",,Male,Mixed or multiple ethnic groups,Yes,"Not in education, employment or training",No,Yes
23/11/2026 13:23:20,16 to 18,East of England,,No,"Community sports facilities, playing fields and free swimming, A school nurse and a trained counsellor in every school, Independent careers advice in every school (a Connexions style service)",Free swimming for under-18s.,Transport and getting around,,"Jobs, apprenticeships and work experience","Young people in some member states cannot finish school because of cost, not ability.",,6,4,,,,5,4,4,,,4,9,10,,8,,7,10,7,,7,,10,,,,,,,,,8,3,8,,"Education and curriculum for life, Jobs, apprenticeships and work experience",,Male,Mixed or multiple ethnic groups,No,In school or college,No,Yes
22/11/2026 13:36:11,22 to 25,London,,No,"Restored further education and adult skills funding, and lower tuition fees, Guaranteed work experience placements for every pupil, Free school meals for more pupils, and holiday food provision","Youth centres open at weekends, not just weekdays.",Education and curriculum for life,,Digital life and online safety,Girls are still being taken out of education early in too many countries.,,,4,6,,,2,4,6,,2,5,10,,,9,,,,6,5,,,8,9,,4,9,6,8,,,4,,4,,"Crime, safety and policing, Equality, discrimination and racism",,Male,White,No,Working,No,Yes
22/11/2026 19:33:19,22 to 25,East of England,AL1,No,"A school nurse and a trained counsellor in every school, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",Cheaper driving lessons and tests for young people in rural areas.,Mental health and wellbeing,Apprenticeships near me pay so little that you need parents who can support you.,Education and curriculum for life,Climate change is already displacing people my age in Pacific member states.,4,2,5,4,3,5,2,4,4,6,6,4,10,10,8,10,7,9,10,6,10,9,6,10,8,8,4,7,10,7,6,10,9,6,9,2,"Cost of living and financial security, Climate and the environment",,Female,Asian or Asian British,No,Apprenticeship or training,No,Yes
21/11/2026 15:19:55,22 to 25,Wales,CF10,Yes,"Independent careers advice in every school (a Connexions style service), Funded open-access youth clubs and youth workers in every area, Free school meals for more pupils, and holiday food provision",,Democracy and youth voice,,Cost of living and financial security,,3,5,2,4,7,1,3,3,6,5,1,7,8,10,7,9,4,4,8,10,7,10,7,9,10,10,9,10,8,6,7,6,7,8,10,7,"Mental health and wellbeing, Climate and the environment",,Female,White,No,In school or college,No,Yes
21/11/2026 10:23:11,19 to 21,Yorkshire and the Humber,HU1,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Transport and getting around,People my age are scared on public transport and nobody talks about it.,"Jobs, apprenticeships and work experience",,6,6,,,,,,3,7,,6,,,,,,,,9,8,,7,10,,,,,,10,,,8,,,,7,"Mental health and wellbeing, Climate and the environment",,Female,White,No,"Not in education, employment or training",No,Yes
23/11/2026 11:37:23,22 to 25,London,,Yes,"Free school meals for more pupils, and holiday food provision, Restored further education and adult skills funding, and lower tuition fees, Sure Start style family and early years centres",Proper funding for school counselling.,Housing and a place to live,The support exists on paper but nobody can actually access it.,"Equality, discrimination and racism",,6,3,2,5,3,4,1,5,5,0,3,6,5,7,10,4,7,10,9,4,7,10,6,7,10,10,6,10,7,5,6,8,7,8,8,3,"Education and curriculum for life, Jobs, apprenticeships and work experience",,Male,White,No,In school or college,Yes,Yes
22/11/2026 09:24:08,16 to 18,South East England,SO14,No,"Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school, Independent careers advice in every school (a Connexions style service)",,"Jobs, apprenticeships and work experience",Rent takes most of my wages and I still live with my parents.,"Jobs, apprenticeships and work experience",,0,4,3,1,0,2,1,6,4,5,2,5,7,8,10,7,7,9,9,9,7,7,6,5,10,8,8,9,5,9,9,10,10,9,8,8,"Climate and the environment, Equality, discrimination and racism",,Female,White,No,In school or college,No,Yes
21/11/2026 11:38:40,16 to 18,East Midlands,LE1,No,"Local libraries and community spaces with longer opening hours, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area","Youth centres open at weekends, not just weekdays.",Climate and the environment,,Education and curriculum for life,,4,0,5,7,5,6,0,4,5,6,3,3,9,4,8,10,5,8,10,7,9,9,10,7,8,6,7,10,10,9,10,8,7,6,7,4,"Jobs, apprenticeships and work experience",,Female,Mixed or multiple ethnic groups,No,In school or college,No,Yes
23/11/2026 20:51:27,22 to 25,East Midlands,NG1,Prefer not to say,"Free or capped bus travel for under-25s, Arts, music and drama in the curriculum, and free or low-cost music tuition, Free school meals for more pupils, and holiday food provision",,"Jobs, apprenticeships and work experience",,Climate and the environment,There are not enough jobs for the number of graduates being produced.,,,6,2,0,,,,,3,,,,10,,,10,,,,,,,,,,,,7,,,7,9,,,,"Climate and the environment, Mental health and wellbeing","Put a young person in the room when the decision is being made, not in the photograph afterwards.",Female,"Black, Black British, Caribbean or African",No,Working,No,Yes
24/11/2026 16:07:02,16 to 18,South East England,CT1,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Free school meals for more pupils, and holiday food provision, Cheaper rail travel and a wider young persons railcard",Music lessons that are not only for people who can pay.,Mental health and wellbeing,,"Equality, discrimination and racism",,3,4,,,,,,,4,2,,8,,,,,,,,,8,6,,,,,,,10,5,9,10,,5,6,7,"Education and curriculum for life, Housing and a place to live",,Male,White,No,At university,No,Yes
22/11/2026 11:20:23,13 to 15,South East England,,No,"Community sports facilities, playing fields and free swimming, Independent careers advice in every school (a Connexions style service)",Cheaper driving lessons and tests for young people in rural areas.,Education and curriculum for life,,Digital life and online safety,,2,6,6,6,1,3,6,2,6,3,5,10,10,10,7,10,7,4,9,9,10,8,7,9,9,10,6,10,10,3,9,4,10,6,4,6,"Education and curriculum for life, Equality, discrimination and racism",,Male,White,No,Apprenticeship or training,Yes,Yes
24/11/2026 19:00:57,22 to 25,Wales,LD1,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area",,Mental health and wellbeing,,Climate and the environment,,2,3,5,8,3,4,6,5,6,7,6,8,8,7,4,5,9,6,5,9,10,10,9,8,10,6,4,10,10,10,10,9,5,4,4,5,"Education and curriculum for life, Youth services and safe places to go",,Male,"Black, Black British, Caribbean or African",Yes,Apprenticeship or training,No,Yes
24/11/2026 12:45:34,Under 13,North West England,,Prefer not to say,"Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school, Arts, music and drama in the curriculum, and free or low-cost music tuition",Music lessons that are not only for people who can pay.,Mental health and wellbeing,The support exists on paper but nobody can actually access it.,"Jobs, apprenticeships and work experience",,4,0,6,5,6,2,3,6,6,2,2,7,10,7,10,8,2,9,8,10,7,10,6,9,9,6,7,10,9,5,9,8,6,7,8,10,"Jobs, apprenticeships and work experience, Climate and the environment",,Female,Other ethnic group,No,At university,Yes,Yes
21/11/2026 09:38:09,13 to 15,East of England,,Prefer not to say,"Independent careers advice in every school (a Connexions style service), Funded open-access youth clubs and youth workers in every area, Guaranteed work experience placements for every pupil",Music lessons that are not only for people who can pay.,Housing and a place to live,,Education and curriculum for life,,3,7,5,4,3,6,1,5,5,3,5,9,6,6,10,8,7,6,8,8,6,10,7,5,10,8,8,7,6,6,9,7,8,5,7,10,"Mental health and wellbeing, Crime, safety and policing",,Female,Mixed or multiple ethnic groups,Yes,In school or college,No,Yes
